Chr	gene_symbol	tissue	fold_change	p_value	regulation	detecting_method	pubMed_ID
9	TRAF2	prefrontal cortex	0.34	2.34E-03	UP	RNA-Seq	26793951
4	TRAM1L1	prefrontal cortex	-0.46	8.68E-04	DOWN	RNA-Seq	26793951
6	TRAM2	prefrontal cortex	0.36	1.28E-03	UP	RNA-Seq	26793951
19	TRAPPC5	prefrontal cortex	0.11	2.89E-03	UP	microarray transcriptomics	26793951
10	TRDMT1	prefrontal cortex	-0.38	2.45E-03	DOWN	RNA-Seq	26793951
1	TRIM45	prefrontal cortex	-0.36	4.20E-04	DOWN	RNA-Seq	26793951
17	TRIM47	prefrontal cortex	0.43	2.67E-03	UP	RNA-Seq	26793951
16	TRIM72	prefrontal cortex	-0.69	3.03E-03	DOWN	RNA-Seq	26793951
10	TRIM8	prefrontal cortex	0.37	4.53E-06	UP	RNA-Seq	26793951
19	TRIP10	prefrontal cortex	0.69	1.10E-05	UP	RNA-Seq	26793951
6	TRMT11	prefrontal cortex	-0.31	2.36E-03	DOWN	RNA-Seq	26793951
3	TRPC1	prefrontal cortex	-0.36	3.03E-04	DOWN	RNA-Seq	26793951
X	TSC22D3	prefrontal cortex	0.37	1.10E-03	UP	RNA-Seq	26793951
2	TSN	prefrontal cortex	-0.15	3.10E-03	DOWN	RNA-Seq	26793951
1	TTC13	prefrontal cortex	-0.22	3.03E-03	DOWN	RNA-Seq	26793951
3	TTC14	prefrontal cortex	-0.36	6.49E-04	DOWN	RNA-Seq	26793951
2	TTC30A	prefrontal cortex	-0.44	4.96E-04	DOWN	RNA-Seq	26793951
22	TTC38	prefrontal cortex	0.41	2.32E-03	UP	RNA-Seq	26793951
1	TTF2	prefrontal cortex	-0.42	2.68E-03	DOWN	RNA-Seq	26793951
2	TTL	prefrontal cortex	-0.25	1.97E-03	DOWN	RNA-Seq	26793951
12	TUBA1A	prefrontal cortex	-0.41	2.41E-03	DOWN	RNA-Seq	26793951
6	TUBB	prefrontal cortex	0.12	2.45E-04	UP	microarray transcriptomics	26793951
6	TUBB2A	prefrontal cortex	0.07	7.90E-04	UP	microarray transcriptomics	26793951
18	TUBB6	prefrontal cortex	0.08	2.92E-03	UP	microarray transcriptomics	26793951
17	TUBD1	prefrontal cortex	0.24	9.46E-04	UP	Microarray	26793951
15	TUBGCP5	prefrontal cortex	-0.38	1.29E-03	DOWN	RNA-Seq	26793951
1	TXLNA	prefrontal cortex	0.24	2.99E-03	UP	RNA-Seq	26793951
22	TXN2	prefrontal cortex	-0.23	9.24E-06	DOWN	microarray transcriptomics	26793951
-	U01925	prefrontal cortex	-0.42	1.53E-04	DOWN	Microarray	26793951
19	U2AF2	prefrontal cortex	0.23	1.70E-03	UP	RNA-Seq	26793951
9	UBAP1	prefrontal cortex	0.15	7.99E-04	UP	RNA-Seq	26793951
1	UBE2J2	prefrontal cortex	0.21	1.66E-03	UP	RNA-Seq	26793951
10	UBTD1	prefrontal cortex	0.33	2.12E-04	UP	RNA-Seq	26793951
3	UCN2	prefrontal cortex	0.82	4.86E-04	UP	RNA-Seq	26793951
13	UGGT2	prefrontal cortex	-0.38	8.97E-04	DOWN	RNA-Seq	26793951
17	ULK2	prefrontal cortex	-0.24	1.31E-03	DOWN	RNA-Seq	26793951
3	UMPS	prefrontal cortex	0.09	2.23E-03	UP	microarray transcriptomics	26793951
17	UNC119	prefrontal cortex	0.35	1.48E-03	UP	RNA-Seq	26793951
19	UPK1A	prefrontal cortex	0.83	2.62E-04	UP	RNA-Seq	26793951
8	UQCRB	prefrontal cortex	-0.1	4.84E-03	DOWN	microarray transcriptomics	26793951
3	UQCRC1	prefrontal cortex	-0.11	2.04E-03	DOWN	microarray transcriptomics	26793951
16	UQCRC2	prefrontal cortex	-0.11	4.69E-03	DOWN	microarray transcriptomics	26793951
19	UQCRFS1	prefrontal cortex	-0.08	2.75E-03	DOWN	microarray transcriptomics	26793951
3	USP13	prefrontal cortex	-0.33	2.32E-04	DOWN	RNA-Seq	26793951
1	USP21	prefrontal cortex	0.28	2.08E-03	UP	RNA-Seq	26793951
12	USP30	prefrontal cortex	-0.78	7.29E-04	DOWN	Microarray	26793951
12	USP5	prefrontal cortex	0.07	1.34E-03	UP	microarray transcriptomics	26793951
X	USP9X	prefrontal cortex	-0.22	2.55E-03	DOWN	RNA-Seq	26793951
5	UTP15	prefrontal cortex	0.27	3.46E-04	UP	Microarray	26793951
8	UTP23	prefrontal cortex	-0.31	4.32E-04	DOWN	RNA-Seq	26793951
Y	UTY	prefrontal cortex	-0.37	1.53E-03	DOWN	RNA-Seq	26793951
12	VAMP1	prefrontal cortex	-0.23	1.10E-03	DOWN	microarray transcriptomics	26793951
20	VAPB	prefrontal cortex	-0.22	1.18E-03	DOWN	RNA-Seq	26793951
20	VAPB	prefrontal cortex	-0.1	2.40E-03	DOWN	microarray transcriptomics	26793951
19	VASP	prefrontal cortex	0.41	1.18E-03	UP	RNA-Seq	26793951
17	VAT1	prefrontal cortex	0.09	3.37E-03	UP	microarray transcriptomics	26793951
16	VAT1L	prefrontal cortex	0.23	1.16E-04	UP	microarray transcriptomics	26793951
10	VAX1	prefrontal cortex	-0.6	7.20E-04	DOWN	RNA-Seq	26793951
9	VCP	prefrontal cortex	0.05	4.70E-03	UP	microarray transcriptomics	26793951
5	VDAC1	prefrontal cortex	-0.08	1.70E-04	DOWN	microarray transcriptomics	26793951
10	VDAC2	prefrontal cortex	-0.07	2.54E-03	DOWN	microarray transcriptomics	26793951
10	VENTX	prefrontal cortex	0.65	1.62E-03	UP	RNA-Seq	26793951
12	VEZT	prefrontal cortex	-0.32	5.92E-04	DOWN	RNA-Seq	26793951
7	VGF	prefrontal cortex	-0.26	5.38E-04	DOWN	microarray transcriptomics	26793951
10	VIM	prefrontal cortex	0.25	3.97E-03	UP	microarray transcriptomics	26793951
9	VLDLR	prefrontal cortex	-0.46	8.68E-04	DOWN	RNA-Seq	26793951
6	VNN2	prefrontal cortex	0.72	1.21E-03	UP	RNA-Seq	26793951
22	VPREB1	prefrontal cortex	-0.41	5.02E-04	DOWN	Microarray	26793951
8	VPS13B	prefrontal cortex	-0.22	2.06E-03	DOWN	RNA-Seq	26793951
7	VPS37D	prefrontal cortex	0.31	9.79E-04	UP	RNA-Seq	26793951
18	VPS4B	prefrontal cortex	-0.29	1.67E-03	DOWN	RNA-Seq	26793951
15	VWA9	prefrontal cortex	-0.25	9.90E-04	DOWN	RNA-Seq	26793951
-	W81715	prefrontal cortex	-0.51	3.55E-05	DOWN	Microarray	26793951
10	WBP1L	prefrontal cortex	0.25	1.23E-04	UP	RNA-Seq	26793951
2	WDFY1	prefrontal cortex	0.14	3.31E-03	UP	microarray transcriptomics	26793951
X	WDR44	prefrontal cortex	-0.29	3.09E-03	DOWN	RNA-Seq	26793951
X	WDR45	prefrontal cortex	0.2	1.31E-03	UP	RNA-Seq	26793951
3	WDR6	prefrontal cortex	0.34	2.46E-04	UP	RNA-Seq	26793951
19	WDR88	prefrontal cortex	-0.67	2.78E-06	DOWN	RNA-Seq	26793951
11	WEE1	prefrontal cortex	0.31	6.95E-04	UP	Microarray	26793951
8	WISP1	prefrontal cortex	0.88	7.65E-05	UP	RNA-Seq	26793951
17	WSB1	prefrontal cortex	-0.39	2.25E-03	DOWN	RNA-Seq	26793951
-	X62691	prefrontal cortex	-0.52	5.86E-04	DOWN	Microarray	26793951
8	XKR9	prefrontal cortex	-0.71	1.27E-04	DOWN	RNA-Seq	26793951
8	XPO7	prefrontal cortex	0.08	2.96E-03	UP	microarray transcriptomics	26793951
-	XR_019252	prefrontal cortex	0.25	8.64E-04	UP	Microarray	26793951
12	YARS2	prefrontal cortex	-0.15	2.01E-03	DOWN	microarray transcriptomics	26793951
17	YBX2	prefrontal cortex	-0.31	2.85E-04	DOWN	Microarray	26793951
X	YIPF6	prefrontal cortex	0.17	7.72E-05	UP	Microarray	26793951
4	YTHDC1	prefrontal cortex	-0.2	7.10E-04	DOWN	Microarray	26793951
17	YWHAE	prefrontal cortex	0.05	1.57E-03	UP	microarray transcriptomics	26793951
8	YWHAZ	prefrontal cortex	0.1	3.67E-05	UP	microarray transcriptomics	26793951
6	ZBTB24	prefrontal cortex	-0.25	2.06E-03	DOWN	RNA-Seq	26793951
1	ZBTB8	prefrontal cortex	0.26	2.48E-05	UP	Microarray	26793951
1	ZC3H12A	prefrontal cortex	0.6	2.19E-03	UP	RNA-Seq	26793951
13	ZC3H13	prefrontal cortex	-0.27	3.21E-04	DOWN	RNA-Seq	26793951
1	ZDHHC18	prefrontal cortex	0.32	8.04E-05	UP	RNA-Seq	26793951
1	ZDHHC18	prefrontal cortex	0.24	6.38E-04	UP	Microarray	26793951
16	ZDHHC7	prefrontal cortex	0.16	2.51E-03	UP	RNA-Seq	26793951
15	ZFAND6	prefrontal cortex	0.27	9.12E-04	UP	Microarray	26793951
5	ZFP2	prefrontal cortex	-0.29	1.16E-03	DOWN	RNA-Seq	26793951
5	ZFYVE16	prefrontal cortex	-0.51	5.02E-04	DOWN	RNA-Seq	26793951
19	ZGLP1	prefrontal cortex	0.65	6.19E-05	UP	RNA-Seq	26793951
4	ZGRF1	prefrontal cortex	-0.46	2.29E-03	DOWN	RNA-Seq	26793951
7	ZKSCAN1	prefrontal cortex	-0.37	3.86E-04	DOWN	RNA-Seq	26793951
3	ZKSCAN7	prefrontal cortex	-0.31	8.33E-04	DOWN	RNA-Seq	26793951
X	ZMYM3	prefrontal cortex	0.11	5.92E-03	UP	microarray transcriptomics	26793951
20	ZMYND8	prefrontal cortex	0.28	4.76E-04	UP	RNA-Seq	26793951
12	ZNF10	prefrontal cortex	-0.3	2.61E-03	DOWN	RNA-Seq	26793951
19	ZNF132	prefrontal cortex	-0.3	1.46E-03	DOWN	RNA-Seq	26793951
19	ZNF135	prefrontal cortex	-0.4	7.09E-04	DOWN	RNA-Seq	26793951
19	ZNF136	prefrontal cortex	-0.48	2.13E-05	DOWN	RNA-Seq	26793951
7	ZNF138	prefrontal cortex	-0.48	1.09E-04	DOWN	RNA-Seq	26793951
19	ZNF17	prefrontal cortex	-0.22	7.83E-04	DOWN	RNA-Seq	26793951
9	ZNF189	prefrontal cortex	-0.3	2.17E-03	DOWN	RNA-Seq	26793951
2	ZNF2	prefrontal cortex	-0.49	9.54E-04	DOWN	Microarray	26793951
19	ZNF226	prefrontal cortex	-0.46	2.80E-05	DOWN	RNA-Seq	26793951
18	ZNF236	prefrontal cortex	-0.31	1.08E-05	DOWN	RNA-Seq	26793951
12	ZNF26	prefrontal cortex	-0.23	4.03E-04	DOWN	RNA-Seq	26793951
12	ZNF268	prefrontal cortex	-0.26	1.43E-03	DOWN	RNA-Seq	26793951
15	ZNF280D	prefrontal cortex	-0.43	8.92E-05	DOWN	RNA-Seq	26793951
6	ZNF311	prefrontal cortex	-0.53	2.76E-03	DOWN	RNA-Seq	26793951
20	ZNF334	prefrontal cortex	-0.48	4.66E-05	DOWN	RNA-Seq	26793951
19	ZNF358	prefrontal cortex	0.43	5.57E-04	UP	RNA-Seq	26793951
19	ZNF382	prefrontal cortex	-0.54	8.92E-05	DOWN	RNA-Seq	26793951
8	ZNF395	prefrontal cortex	0.29	9.61E-04	UP	RNA-Seq	26793951
18	ZNF396	prefrontal cortex	-0.49	5.93E-05	DOWN	RNA-Seq	26793951
19	ZNF418	prefrontal cortex	-0.44	2.14E-05	DOWN	RNA-Seq	26793951
19	ZNF43	prefrontal cortex	-0.26	1.36E-03	DOWN	RNA-Seq	26793951
19	ZNF441	prefrontal cortex	-0.59	7.94E-05	DOWN	RNA-Seq	26793951
X	ZNF449	prefrontal cortex	-0.41	4.06E-04	DOWN	RNA-Seq	26793951
9	ZNF483	prefrontal cortex	-0.42	2.55E-03	DOWN	RNA-Seq	26793951
9	ZNF484	prefrontal cortex	-0.31	1.84E-04	DOWN	RNA-Seq	26793951
10	ZNF511	prefrontal cortex	0.28	1.98E-03	UP	RNA-Seq	26793951
4	ZNF518B	prefrontal cortex	0.31	1.05E-04	UP	Microarray	26793951
19	ZNF529	prefrontal cortex	-0.21	2.51E-03	DOWN	RNA-Seq	26793951
19	ZNF581	prefrontal cortex	0.3	1.01E-03	UP	RNA-Seq	26793951
19	ZNF583	prefrontal cortex	-0.2	3.10E-03	DOWN	RNA-Seq	26793951
19	ZNF587	prefrontal cortex	-0.28	2.17E-03	DOWN	RNA-Seq	26793951
8	ZNF596	prefrontal cortex	-0.55	1.38E-05	DOWN	RNA-Seq	26793951
16	ZNF597	prefrontal cortex	-0.51	1.22E-03	DOWN	RNA-Seq	26793951
19	ZNF613	prefrontal cortex	0.29	9.10E-04	UP	Microarray	26793951
19	ZNF675	prefrontal cortex	-0.26	3.00E-03	DOWN	RNA-Seq	26793951
7	ZNF713	prefrontal cortex	-0.46	4.47E-04	DOWN	Microarray	26793951
3	ZNF717	prefrontal cortex	-0.22	1.88E-03	DOWN	RNA-Seq	26793951
19	ZNF737	prefrontal cortex	-0.43	9.96E-04	DOWN	RNA-Seq	26793951
16	ZNF768	prefrontal cortex	0.39	6.82E-05	UP	RNA-Seq	26793951
16	ZNF778	prefrontal cortex	-0.5	2.84E-03	DOWN	RNA-Seq	26793951
9	ZNF782	prefrontal cortex	-0.5	6.48E-06	DOWN	RNA-Seq	26793951
19	ZNF787	prefrontal cortex	0.3	2.60E-03	UP	RNA-Seq	26793951
20	ZNF831	prefrontal cortex	0.45	6.37E-04	UP	Microarray	26793951
12	ZNF891	prefrontal cortex	-0.42	2.03E-03	DOWN	RNA-Seq	26793951
2	ZRANB3	prefrontal cortex	-0.29	2.04E-03	DOWN	RNA-Seq	26793951
2	ZSWIM2	prefrontal cortex	-0.77	2.12E-04	DOWN	RNA-Seq	26793951
7	ZYX	prefrontal cortex	-0.22	1.69E-04	DOWN	microarray transcriptomics	26793951
11	SAA1	skin	-2.75	7.36E-37	DOWN	RNA-Seq	28068941
2	AAMP	skin	-0.77	2.47E-05	DOWN	RNA-Seq	28068941
11	ABCC8	skin	1.14	4.34E-04	UP	RNA-Seq	28068941
6	ABT1	skin	-0.82	2.79E-05	DOWN	RNA-Seq	28068941
3	ABTB1	skin	-1.26	1.61E-08	DOWN	RNA-Seq	28068941
3	ACAA1	skin	-0.96	1.48E-06	DOWN	RNA-Seq	28068941
17	ACADVL	skin	-0.58	2.25E-03	DOWN	RNA-Seq	28068941
4	ACOX3	skin	-0.69	5.06E-04	DOWN	RNA-Seq	28068941
15	ACSBG1	skin	-1.09	1.20E-07	DOWN	RNA-Seq	28068941
20	ACSS1	skin	-0.58	1.34E-03	DOWN	RNA-Seq	28068941
15	ACTC1	skin	0.61	2.17E-04	UP	RNA-Seq	28068941
2	ACVR1C	skin	0.67	1.30E-03	UP	RNA-Seq	28068941
14	ACYP1	skin	-0.6	2.29E-03	DOWN	RNA-Seq	28068941
8	ADAMDEC1	skin	1.86	2.22E-10	UP	RNA-Seq	28068941
11	ADAMTS15	skin	-0.69	2.30E-03	DOWN	RNA-Seq	28068941
4	ADAMTS3	skin	0.75	2.46E-04	UP	RNA-Seq	28068941
7	ADCK2	skin	-0.64	1.98E-03	DOWN	RNA-Seq	28068941
1	ADCK3	skin	-0.58	1.07E-03	DOWN	RNA-Seq	28068941
8	ADCY8	skin	0.63	1.67E-03	UP	RNA-Seq	28068941
18	ADCYAP1	skin	0.88	9.16E-04	UP	RNA-Seq	28068941
3	ADIPOQ	skin	0.99	2.13E-08	UP	RNA-Seq	28068941
11	ADM	skin	-0.66	5.66E-04	DOWN	RNA-Seq	28068941
1	ADORA3	skin	-0.71	1.16E-03	DOWN	RNA-Seq	28068941
1	ADPRHL2	skin	-0.79	1.98E-05	DOWN	RNA-Seq	28068941
15	AEN	skin	-0.65	1.39E-03	DOWN	RNA-Seq	28068941
19	AES	skin	-0.64	2.61E-04	DOWN	RNA-Seq	28068941
7	AGAP3	skin	-0.62	7.09E-04	DOWN	RNA-Seq	28068941
1	AGTRAP	skin	-0.95	7.97E-06	DOWN	RNA-Seq	28068941
11	AIP	skin	-0.61	1.96E-03	DOWN	RNA-Seq	28068941
6	AKAP12	skin	0.56	9.83E-04	UP	RNA-Seq	28068941
10	AKR1C3	skin	-0.68	9.65E-05	DOWN	RNA-Seq	28068941
10	AKR1C3	skin	-0.68	9.65E-05	DOWN	RNA-Seq	28068941
19	ALDH16A1	skin	-0.72	2.86E-04	DOWN	RNA-Seq	28068941
3	ALDH1L1	skin	-1.02	9.31E-05	DOWN	RNA-Seq	28068941
11	ALDH3B1	skin	-0.67	8.02E-04	DOWN	RNA-Seq	28068941
2	ALMS1P	skin	1.65	3.12E-04	UP	RNA-Seq	28068941
3	ALS2CL	skin	-0.64	7.24E-04	DOWN	RNA-Seq	28068941
2	ANKRD20B	skin	1.06	7.80E-04	UP	RNA-Seq	28068941
5	ANKRD31	skin	0.7	9.55E-04	UP	RNA-Seq	28068941
1	ANKRD35	skin	-0.84	9.81E-06	DOWN	RNA-Seq	28068941
1	ANKRD35	skin	-0.84	9.81E-06	DOWN	RNA-Seq	28068941
22	ANKRD54	skin	-0.59	1.40E-03	DOWN	RNA-Seq	28068941
19	AP2S1	skin	-0.86	8.79E-06	DOWN	RNA-Seq	28068941
7	AP4M1	skin	-0.68	1.92E-03	DOWN	RNA-Seq	28068941
20	APCDD1L	skin	0.71	1.99E-03	UP	RNA-Seq	28068941
19	APOC1	skin	-1.45	3.32E-11	DOWN	RNA-Seq	28068941
16	APRT	skin	-0.68	2.09E-04	DOWN	RNA-Seq	28068941
11	ARAP1	skin	-0.72	2.40E-04	DOWN	RNA-Seq	28068941
7	ARF5	skin	-0.94	9.44E-07	DOWN	RNA-Seq	28068941
13	ARGLU1	skin	-0.52	2.02E-03	DOWN	RNA-Seq	28068941
20	ARHGAP40	skin	-0.64	3.87E-04	DOWN	RNA-Seq	28068941
1	ARHGEF10L	skin	-0.58	7.60E-04	DOWN	RNA-Seq	28068941
4	ARHGEF38	skin	1.12	8.84E-06	UP	RNA-Seq	28068941
7	ARHGEF5	skin	-0.69	1.30E-04	DOWN	RNA-Seq	28068941
-	ARL17A_dup1	skin	-0.99	2.19E-03	DOWN	RNA-Seq	28068941
7	ARPC1B	skin	-0.64	2.19E-04	DOWN	RNA-Seq	28068941
9	ARPC5L	skin	-0.61	9.00E-04	DOWN	RNA-Seq	28068941
19	ARRDC2	skin	-0.88	1.09E-05	DOWN	RNA-Seq	28068941
11	ASCL2	skin	-1.44	6.00E-06	DOWN	RNA-Seq	28068941
2	ASPRV1	skin	-0.64	1.74E-04	DOWN	RNA-Seq	28068941
17	ASPSCR1	skin	-1	4.39E-04	DOWN	RNA-Seq	28068941
1	ATF3	skin	-0.52	1.66E-03	DOWN	RNA-Seq	28068941
11	ATG16L2	skin	-0.59	9.97E-04	DOWN	RNA-Seq	28068941
19	ATG4D	skin	-0.64	4.64E-04	DOWN	RNA-Seq	28068941
5	ATOX1	skin	-0.72	6.89E-05	DOWN	RNA-Seq	28068941
20	ATP5E	skin	-1.03	4.33E-09	DOWN	RNA-Seq	28068941
12	ATP5G2	skin	-0.67	1.24E-04	DOWN	RNA-Seq	28068941
2	ATP5G3	skin	-0.78	6.79E-06	DOWN	RNA-Seq	28068941
4	ATP5I	skin	-1.12	3.74E-10	DOWN	RNA-Seq	28068941
7	ATP5J2	skin	-0.84	2.63E-06	DOWN	RNA-Seq	28068941
11	ATP5L	skin	-0.74	3.35E-05	DOWN	RNA-Seq	28068941
13	ATP8A2	skin	0.98	2.68E-04	UP	RNA-Seq	28068941
1	ATPIF1	skin	-0.6	9.19E-04	DOWN	RNA-Seq	28068941
X	AWAT2	skin	-0.78	1.01E-03	DOWN	RNA-Seq	28068941
15	B2M	skin	-0.78	3.58E-06	DOWN	RNA-Seq	28068941
21	B3GALT5	skin	0.76	6.32E-04	UP	RNA-Seq	28068941
19	B3GNT3	skin	-1.35	5.34E-09	DOWN	RNA-Seq	28068941
2	B3GNT7	skin	0.78	9.98E-04	UP	RNA-Seq	28068941
6	BACH2	skin	0.69	1.61E-04	UP	RNA-Seq	28068941
6	BAK1	skin	-0.75	8.10E-04	DOWN	RNA-Seq	28068941
19	BCAT2	skin	-1.15	8.52E-08	DOWN	RNA-Seq	28068941
20	BLCAP	skin	-0.71	6.84E-05	DOWN	RNA-Seq	28068941
19	BLVRB	skin	-0.77	2.13E-05	DOWN	RNA-Seq	28068941
8	BOP1	skin	-0.94	3.58E-04	DOWN	RNA-Seq	28068941
8	BOP1	skin	-0.94	3.58E-04	DOWN	RNA-Seq	28068941
11	BRMS1	skin	-0.68	4.05E-04	DOWN	RNA-Seq	28068941
6	BTN1A1	skin	0.99	4.45E-04	UP	RNA-Seq	28068941
10	C10orf129	skin	-1.01	3.32E-05	DOWN	RNA-Seq	28068941
10	C10orf25	skin	0.76	8.75E-04	UP	RNA-Seq	28068941
10	C10orf35	skin	-0.77	9.88E-04	DOWN	RNA-Seq	28068941
10	C10orf79	skin	0.68	1.72E-03	UP	RNA-Seq	28068941
10	C10orf81	skin	0.94	2.02E-04	UP	RNA-Seq	28068941
11	C11orf35	skin	-1.44	2.50E-04	DOWN	RNA-Seq	28068941
11	C11orf49	skin	-0.68	1.38E-04	DOWN	RNA-Seq	28068941
11	C11orf51	skin	-0.63	1.97E-03	DOWN	RNA-Seq	28068941
11	C11orf52	skin	-0.65	1.95E-03	DOWN	RNA-Seq	28068941
11	C11orf52	skin	-0.65	1.95E-03	DOWN	RNA-Seq	28068941
11	C11orf59	skin	-0.62	7.04E-04	DOWN	RNA-Seq	28068941
11	C11orf85	skin	1.88	1.84E-03	UP	RNA-Seq	28068941
11	C11orf92	skin	0.85	3.04E-05	UP	RNA-Seq	28068941
11	C11orf96	skin	-0.82	3.19E-04	DOWN	RNA-Seq	28068941
12	C12orf39	skin	1.42	1.98E-03	UP	RNA-Seq	28068941
12	C12orf44	skin	-0.82	2.27E-05	DOWN	RNA-Seq	28068941
12	C12orf47	skin	-0.54	1.85E-03	DOWN	RNA-Seq	28068941
12	C12orf57	skin	-0.87	5.13E-06	DOWN	RNA-Seq	28068941
12	C12orf62	skin	-0.9	5.54E-07	DOWN	RNA-Seq	28068941
13	C13orf15	skin	-0.59	1.18E-03	DOWN	RNA-Seq	28068941
14	C14orf142	skin	-0.95	6.23E-05	DOWN	RNA-Seq	28068941
14	C14orf166	skin	-0.6	7.94E-04	DOWN	RNA-Seq	28068941
14	C14orf2	skin	-0.55	2.07E-03	DOWN	RNA-Seq	28068941
14	C14orf4	skin	-0.7	1.45E-04	DOWN	RNA-Seq	28068941
15	C15orf48	skin	-1.3	4.44E-10	DOWN	RNA-Seq	28068941
15	C15orf61	skin	-0.8	1.63E-05	DOWN	RNA-Seq	28068941
16	C16orf48	skin	-0.89	9.46E-05	DOWN	RNA-Seq	28068941
16	C16orf7	skin	-0.8	1.95E-03	DOWN	RNA-Seq	28068941
16	C16orf91	skin	-0.84	3.23E-05	DOWN	RNA-Seq	28068941
17	C17orf106	skin	-0.85	2.54E-04	DOWN	RNA-Seq	28068941
17	C17orf107	skin	-0.71	1.65E-03	DOWN	RNA-Seq	28068941
17	C17orf56	skin	-0.63	1.08E-03	DOWN	RNA-Seq	28068941
17	C17orf59	skin	-0.84	7.39E-05	DOWN	RNA-Seq	28068941
17	C17orf79	skin	-0.65	9.24E-04	DOWN	RNA-Seq	28068941
17	C17orf90	skin	-0.75	1.34E-03	DOWN	RNA-Seq	28068941
17	C17orf96	skin	-1.52	7.78E-09	DOWN	RNA-Seq	28068941
19	C19orf33	skin	-1.27	1.84E-11	DOWN	RNA-Seq	28068941
19	C19orf53	skin	-0.62	9.09E-04	DOWN	RNA-Seq	28068941
19	C19orf56	skin	-0.82	2.30E-06	DOWN	RNA-Seq	28068941
19	C19orf62	skin	-0.58	1.02E-03	DOWN	RNA-Seq	28068941
19	C19orf70	skin	-1.01	1.84E-05	DOWN	RNA-Seq	28068941
1	C1orf158	skin	-2.6	2.21E-18	DOWN	RNA-Seq	28068941
1	C1orf170	skin	-1.01	3.25E-06	DOWN	RNA-Seq	28068941
1	C1orf54	skin	-0.63	1.81E-03	DOWN	RNA-Seq	28068941
1	C1orf54	skin	-0.63	1.81E-03	DOWN	RNA-Seq	28068941
1	C1orf63	skin	-0.63	3.85E-04	DOWN	RNA-Seq	28068941
1	C1QA	skin	-0.91	9.10E-06	DOWN	RNA-Seq	28068941
1	C1QA	skin	-0.91	9.10E-06	DOWN	RNA-Seq	28068941
20	C20orf24	skin	-0.68	1.31E-04	DOWN	RNA-Seq	28068941
20	C20orf3	skin	-0.69	8.36E-04	DOWN	RNA-Seq	28068941
21	C21orf33	skin	-0.99	7.02E-08	DOWN	RNA-Seq	28068941
21	C21orf81	skin	1.42	2.96E-05	UP	RNA-Seq	28068941
2	C2orf7	skin	-0.72	1.56E-03	DOWN	RNA-Seq	28068941
12	C3AR1	skin	-0.52	8.49E-04	DOWN	RNA-Seq	28068941
3	C3orf45	skin	-1.15	3.76E-06	DOWN	RNA-Seq	28068941
3	C3orf45	skin	-1.15	3.76E-06	DOWN	RNA-Seq	28068941
3	C3orf54	skin	-0.75	1.20E-03	DOWN	RNA-Seq	28068941
3	C3orf75	skin	-0.63	1.12E-03	DOWN	RNA-Seq	28068941
3	C3orf78	skin	-0.83	1.66E-04	DOWN	RNA-Seq	28068941
4	C4orf31	skin	0.78	4.55E-05	UP	RNA-Seq	28068941
19	C5AR1	skin	-0.66	2.67E-05	DOWN	RNA-Seq	28068941
5	C5orf46	skin	-0.92	3.41E-07	DOWN	RNA-Seq	28068941
5	C5orf58	skin	-1.23	8.28E-04	DOWN	RNA-Seq	28068941
5	C6	skin	0.82	3.26E-04	UP	RNA-Seq	28068941
5	C6	skin	0.82	3.26E-04	UP	RNA-Seq	28068941
6	C6orf1	skin	-0.81	1.96E-04	DOWN	RNA-Seq	28068941
6	C6orf115	skin	-0.84	1.52E-05	DOWN	RNA-Seq	28068941
6	C6orf125	skin	-0.8	6.31E-05	DOWN	RNA-Seq	28068941
6	C6orf226	skin	-0.87	1.56E-03	DOWN	RNA-Seq	28068941
6	C6orf48	skin	-0.7	1.99E-04	DOWN	RNA-Seq	28068941
6	C6orf48	skin	-0.7	1.99E-04	DOWN	RNA-Seq	28068941
6	C6orf48	skin	-0.7	1.99E-04	DOWN	RNA-Seq	28068941
6	C6orf48	skin	-0.7	1.99E-04	DOWN	RNA-Seq	28068941
6	C6orf48	skin	-0.7	1.99E-04	DOWN	RNA-Seq	28068941
6	C6orf81	skin	-1.13	7.71E-04	DOWN	RNA-Seq	28068941
7	C7orf29	skin	-0.81	2.16E-03	DOWN	RNA-Seq	28068941
7	C7orf47	skin	-0.96	1.39E-05	DOWN	RNA-Seq	28068941
7	C7orf55	skin	-0.92	1.24E-06	DOWN	RNA-Seq	28068941
7	C7orf59	skin	-1.09	1.79E-09	DOWN	RNA-Seq	28068941
8	C8orf40	skin	-0.77	3.59E-05	DOWN	RNA-Seq	28068941
9	C9orf119	skin	-0.89	2.02E-05	DOWN	RNA-Seq	28068941
9	C9orf142	skin	-0.69	2.17E-03	DOWN	RNA-Seq	28068941
9	C9orf16	skin	-1.23	8.31E-06	DOWN	RNA-Seq	28068941
9	C9orf169	skin	-1.28	5.35E-07	DOWN	RNA-Seq	28068941
9	C9orf23	skin	-0.65	2.14E-03	DOWN	RNA-Seq	28068941
8	CA8	skin	0.96	1.67E-05	UP	RNA-Seq	28068941
16	CACNA1H	skin	-1.07	1.32E-07	DOWN	RNA-Seq	28068941
10	CALML3	skin	-1.07	1.21E-07	DOWN	RNA-Seq	28068941
10	CALML5	skin	-0.77	4.47E-05	DOWN	RNA-Seq	28068941
1	CALML6	skin	-2.79	3.52E-06	DOWN	RNA-Seq	28068941
